FrameNumber,dx,dy,X,Y
2902,-0.6,0.07,0.29,-0.59
2903,-0.49,-0.1,0.89,-0.64
2904,-0.68,0.02,1.35,-0.52
2905,-0.95,-0.15,1.99,-0.52
2906,-1.17,-0.33,2.87,-0.35
2907,-0.97,-0.38,3.94,-0.01
2908,-0.32,-0.51,4.77,0.37
2909,0.51,-0.72,4.93,0.87
2910,1.18,-0.24,4.26,1.56
2911,0.36,0.01,2.94,1.75
2912,1.07,0.01,2.48,1.68
2913,0.76,-0.09,1.33,1.62
2914,0.06,0.5,0.52,1.65
2915,-0.18,0.24,0.44,1.1
2916,-0.27,0.4,0.61,0.83
2917,-0.22,-0.08,0.86,0.39
2918,-0.21,0.17,1.05,0.46
2919,-0.59,-0,1.22,0.28
2920,-0.76,0.12,1.77,0.27
2921,-0.72,-0.01,2.47,0.14
2922,-0.69,0.16,3.1,0.15
2923,-0.92,0.07,3.69,-0.02
2924,-1.3,-0.15,4.48,-0.09
2925,-1.44,-0.22,5.63,0.06
2926,-1.4,-0.55,6.88,0.28
2927,-1.78,-1.02,8.05,0.81
2928,-1.15,-0.45,9.56,1.8
2929,-1.6,-1.25,10.39,2.2
2930,-1.28,-1.43,11.64,3.37
2931,-1.07,-1.2,12.54,4.69
2932,-0.91,-1.18,13.19,5.73
2933,-0.74,-0.45,13.66,6.72
2934,-0.9,-0.43,13.95,6.95
2935,-0.9,-0.68,14.38,7.15
2936,-0.71,-0.44,14.8,7.59
2937,-0.29,-0.78,15.02,7.78
2938,-0.21,-0.42,14.81,8.31
2939,-0.08,-0.41,14.53,8.45
2940,0.09,-1.14,14.12,8.57
2941,-0.5,-0.19,13.56,9.43
2942,0,-0,13.62,9.31
2943,0.53,0.33,13.16,9
2944,0.63,0.3,12.19,8.37
2945,0.11,0.47,11.15,7.79
2946,0.25,1.12,10.67,7.07
2947,0.08,0.17,10.07,5.71
2948,-0.84,-0.03,9.66,5.35
2949,-0.19,-0.12,10.17,5.21
2950,-0.26,0.11,10.02,5.16
2951,-0.22,0.04,9.95,4.87
2952,-1.58,0.05,9.83,4.67
2953,-0.61,-1.31,11.08,4.46
2954,-0.24,-1.09,11.32,5.62
2955,0.02,-0.74,11.19,6.52
2956,0.27,-2.43,10.79,7.04
2957,0.21,-2.11,10.17,9.23
2958,0.2,-1.79,9.62,11.04
2959,0.15,-1.85,9.1,12.45
2960,0.12,-1.3,8.65,13.89
2961,0.07,-1.23,8.25,14.72
2962,0.1,-0.42,7.9,15.46
2963,0.09,0.08,7.53,15.37
2964,0.24,-0.03,7.2,14.78
2965,0.2,-0.09,6.72,14.31
2966,0.23,0.07,6.29,13.93
2967,0.18,0.09,5.85,13.39
2968,0.21,-0.11,5.48,12.85
2969,0.15,-0.21,5.09,12.53
2970,0.25,0.18,4.76,12.33
2971,0.91,0.42,4.36,11.74
2972,0.26,0.24,3.31,10.93
2973,0.3,0.06,2.93,10.33
2974,0.28,-0.09,2.54,9.93
2975,0.25,-0.33,2.17,9.69
2976,0.32,-0.09,1.84,9.7
2977,0.22,-0.48,1.46,9.46
2978,-0.86,0.61,1.2,9.63
2979,-1.08,0.84,2.02,8.69
2980,-3.73,1.13,3.03,7.56
2981,1.53,-0.49,6.65,6.18
2982,-5.9,0.3,4.91,6.46
2983,-4.78,1.98,10.64,5.94
2984,-3.85,2.47,15.06,3.76
2985,-3.25,0.89,18.41,1.17
2986,-2.7,1.17,21.04,0.23
2987,-2.32,0.84,23.04,-0.95
2988,-1.92,0.98,24.59,-1.75
2989,-1.71,0.82,25.69,-2.67
2990,-1.34,0.7,26.54,-3.4
2991,-0.18,-0.21,27,-3.99
2992,-1.84,0.33,26.28,-3.64
2993,-1.63,0.17,27.25,-3.85
2994,-1.29,0.06,27.97,-3.89
2995,-0.84,0.22,28.33,-3.82
2996,-0.19,-0.01,28.23,-3.92
2997,0.67,0.09,27.47,-3.78
2998,-0.05,0.06,25.89,-3.74
2999,2.71,1.01,25.08,-3.68
3000,2.72,0.63,21.54,-4.57
3001,2.55,0.71,18.11,-5.05
3002,2.3,0.09,14.95,-5.59
3003,1.88,-0.1,12.15,-5.49
3004,0,0,9.87,-5.21
3005,1.59,-0.03,9.54,-5.04
3006,1.33,-0.34,7.63,-4.83
3007,1.13,-0.33,6.05,-4.33
3008,0.82,-0.1,4.71,-3.86
3009,0.77,-0.24,3.74,-3.63
3010,1.92,-1.09,2.84,-3.26
3011,0.53,-0.44,0.83,-2.06
3012,0.43,-0.42,0.28,-1.56
3013,0.32,-0.08,-0.16,-1.08
3014,0.16,-0.16,-0.47,-0.97
3015,0.01,0.21,-0.61,-0.77
3016,-0,0,-0.6,-0.96
3017,0.15,0,-0.58,-0.93
3018,0.17,0.42,-0.71,-0.9
3019,0.15,0.07,-0.86,-1.29
3020,0.09,0.22,-0.98,-1.31
3021,-0.11,-0.17,-1.03,-1.49
3022,-1.12,-0.23,-0.89,-1.27
3023,-0.75,-0.13,0.25,-1
3024,-0.74,-0.07,0.99,-0.84
3025,-0.72,-0.43,1.7,-0.74
3026,-0.68,-0.45,2.36,-0.29
3027,-0.52,-0.55,2.96,0.18
3028,-0.17,-0.53,3.39,0.72
3029,0,-0,3.45,1.23
3030,-0.24,-1.59,3.33,1.19
3031,0.18,-0.9,3.46,2.74
3032,0.46,-0.29,3.17,3.54
3033,0.54,-0.09,2.6,3.72
3034,0.54,0.09,1.97,3.68
3035,0.51,-0.02,1.37,3.48
3036,0.73,-0.36,0.81,3.38
3037,1.01,0.2,0.05,3.62
3038,1.32,-0,-0.96,3.3
3039,0,0,-2.25,3.2
3040,1.61,-0.12,-2.17,3.09
3041,1.75,0.08,-3.71,3.11
3042,1.65,0.04,-5.34,2.92
3043,3.51,-1.15,-6.81,2.79
3044,0.02,-0.33,-10.09,3.85
3045,-0.27,0.15,-9.77,4.05
3046,-0.55,0.1,-9.18,3.76
3047,-0.81,0.11,-8.32,3.54
3048,-3.2,1.49,-7.24,3.32
3049,-1.52,0.7,-3.8,1.71
3050,-0.79,0.35,-2.16,0.96
3051,-0.81,0.37,-1.29,0.57
3052,-0.86,0.22,-0.44,0.18
3053,-0.92,0.4,0.44,-0.05
3054,-0.87,0.23,1.35,-0.45
3055,-2.2,0.09,2.18,-0.66
3056,-0.61,-0.27,4.3,-0.73
3057,-0.63,-0.37,4.76,-0.44
3058,-0.78,-0.31,5.23,-0.05
3059,-0.22,0.27,5.84,0.26
3060,-0.15,-0.14,5.86,-0.01
3061,-0.09,0.01,5.81,0.13
3062,-0.06,0.01,5.71,0.12
3063,-0.2,0.06,5.58,0.1
3064,-0.22,0.06,5.59,0.04
3065,-0.05,0.52,5.63,-0.02
3066,0.27,-0.03,5.49,-0.54
3067,0.72,0.32,5.03,-0.49
3068,0.3,0.17,4.14,-0.79
3069,0.28,0.14,3.71,-0.94
3070,0.25,0.49,3.3,-1.05
3071,0.17,0.36,2.95,-1.5
3072,0.2,0.31,2.68,-1.81
3073,0.17,0.58,2.39,-2.06
3074,0.19,0.26,2.14,-2.57
3075,0.78,1.17,1.87,-2.75
3076,0.58,0.2,1.03,-3.83
3077,0.27,0.1,0.41,-3.9
3078,0.33,-0.09,0.13,-3.86
3079,0.29,0.14,-0.2,-3.65
3080,0.21,-0.26,-0.49,-3.67
3081,0.1,-0.08,-0.68,-3.28
3082,-0.04,-0.34,-0.76,-3.09
3083,-0.15,-0.3,-0.69,-2.65
3084,-0.25,-0.72,-0.52,-2.26
3085,-0.8,-1.69,-0.25,-1.46
3086,-0.1,-0.31,0.56,0.28
3087,-0.05,-0.48,0.64,0.59
3088,-0.04,-0.15,0.66,1.05
3089,-0.03,-0.06,0.68,1.17
3090,0.03,0.02,0.69,1.19
3091,0.05,-0.03,0.64,1.13
3092,0.17,-0.04,0.57,1.12
3093,0.19,-0.13,0.38,1.12
3094,0.75,-1.21,0.17,1.21
3095,0.45,-0.07,-0.58,2.38
3096,0.52,0.1,-1.01,2.37
3097,0.54,-0.08,-1.5,2.18
3098,0.46,0.19,-1.99,2.19
3099,0.36,-0.2,-2.38,1.93
3100,0.27,0.11,-2.66,2.06
3101,0.28,0.09,-2.84,1.89
3102,0.32,0.18,-3.02,1.73
3103,0.24,0.35,-3.23,1.49
3104,0.11,0.42,-3.36,1.09
3105,-0.75,0.69,-3.36,0.63
3106,-0.23,0.13,-2.49,-0.08
3107,-0.37,0.27,-2.18,-0.21
3108,-0.32,0.23,-1.73,-0.48
3109,-0.17,0.08,-1.36,-0.69
3110,-0.04,0.17,-1.14,-0.75
3111,-0.11,-0.02,-1.06,-0.89
3112,-0.21,-0.11,-0.91,-0.83
3113,-0.29,0.09,-0.67,-0.7
3114,-0.27,0.16,-0.36,-0.77
3115,-1.03,-0.01,-0.08,-0.9
3116,-0.1,-0.2,0.95,-0.86
3117,-0.03,0.04,1.02,-0.63
3118,0.04,-0.23,1.02,-0.65
3119,0.03,0.09,0.94,-0.4
3120,0,-0.21,0.88,-0.47
3121,-0.07,-0.16,0.85,-0.25
3122,-0.16,-0.26,0.9,-0.08
3123,-0.25,-0.41,1.03,0.18
3124,-0.24,-0.19,1.24,0.58
3125,-0.15,-0.12,1.44,0.75
3126,-0.28,-0.98,1.54,0.85
3127,-0.01,-0.19,1.77,1.8
3128,0.02,-0.28,1.73,1.93
3129,0.09,-0.45,1.65,2.15
3130,-0.03,-0.24,1.5,2.53
3131,-0.07,-0.28,1.48,2.68
3132,-0,-0.21,1.51,2.87
3133,-0.04,-0.18,1.46,2.99
3134,-0.13,-0.15,1.45,3.07
3135,-0.43,-0.07,1.54,3.12
3136,0.03,-0.34,1.92,3.08
3137,-2.82,-0.85,1.82,3.32
3138,-1.48,-0.25,4.58,4.06
3139,-3.08,-0.69,5.91,4.18
3140,-2.54,-0.3,8.79,4.73
3141,-1.98,-0.03,11.04,4.87
3142,-1.36,-0.34,12.65,4.74
3143,-0.82,-0.2,13.59,4.92
3144,-0.54,-0.38,13.96,4.96
3145,-0.46,-0.13,14.04,5.18
3146,-2.08,-1.51,14.03,5.14
3147,-0.6,-0.17,15.64,6.47
3148,-0.56,0.08,15.72,6.42
3149,-0.42,-0.04,15.75,6.13
3150,-0.31,0.25,15.65,5.97
3151,-0.27,0.12,15.44,5.52
3152,-0.29,0.21,15.2,5.22
3153,-0.19,0.4,14.99,4.84
3154,-0.04,0.3,14.67,4.27
3155,1.38,0.46,14.23,3.83
3156,0.57,-0.01,12.37,3.25
3157,0.73,-0.02,11.39,3.15
3158,0.79,0.18,10.28,3.06
3159,0.8,-0.22,9.14,2.78
3160,0.84,-0.05,8.03,2.91
3161,0.85,-0.16,6.93,2.86
3162,0.81,0.05,5.85,2.92
3163,0.74,-0.27,4.84,2.77
3164,0.69,-0.03,3.94,2.95
3165,0.97,1.39,3.12,2.88
3166,0.88,0.87,2.05,1.39
3167,1.08,1.09,1.09,0.47
3168,1.36,0.93,-0.02,-0.63
3169,1.5,0.97,-1.38,-1.54
3170,1.6,0.94,-2.83,-2.45
3171,1.54,1.02,-4.34,-3.31
3172,1.54,0.6,-5.73,-4.22
3173,1.45,0.4,-7.08,-4.67
3174,1.28,-0.42,-8.29,-4.91
3175,-0.47,-0.65,-9.29,-4.32
3176,1.21,-1.05,-8.52,-3.53
3177,0.75,-1.22,-9.44,-2.36
3178,0.52,-0.8,-9.88,-1.06
3179,0.48,-0.92,-10.07,-0.23
3180,0.46,-0.64,-10.22,0.7
3181,0.72,0.07,-10.34,1.32
3182,0.71,0.48,-10.72,1.2
3183,0.53,0.41,-11.07,0.67
3184,0.55,0.55,-11.23,0.24
3185,0.58,0.64,-11.41,-0.32
3186,0.42,0.41,-11.61,-0.95
3187,0.43,0.5,-11.64,-1.33
3188,0.55,0.29,-11.69,-1.79
3189,0.35,0.72,-11.85,-2.01
3190,0.19,0.75,-11.81,-2.66
3191,-0.22,1.08,-11.61,-3.32
3192,-0.65,0.97,-11,-4.29
3193,-0.82,1.16,-9.98,-5.11
3194,-0.96,0.69,-8.83,-6.1
3195,-0.71,0.32,-7.58,-6.59
3196,-0.12,0.3,-6.62,-6.69
3197,0.03,0.42,-6.28,-6.77
3198,0.06,0.47,-6.1,-6.97
3199,0.17,0.55,-5.96,-7.2
3200,0.32,0.4,-5.93,-7.51
3201,0.24,0.23,-6.05,-7.66
3202,0.45,1.12,-6.09,-7.63
3203,0.16,0.3,-6.34,-8.5
3204,0.12,0.14,-6.29,-8.51
3205,0.09,0.02,-6.2,-8.36
3206,0.04,0.02,-6.08,-8.11
3207,-0.03,-0.01,-5.91,-7.85
3208,-0.08,-0.04,-5.69,-7.58
3209,-0.04,0.24,-5.42,-7.29
3210,0.11,-0.09,-5.2,-7.29
3211,0.06,-0.01,-5.14,-6.96
3212,-0.07,-0.07,-5.02,-6.72
3213,-0.09,-0.1,-4.78,-6.43
3214,-0.18,0.17,-4.53,-6.12
3215,-0,0.01,-4.2,-6.09
3216,0.22,0.08,-4.06,-5.89
3217,0.24,0.03,-4.15,-5.78
3218,0.3,0,-4.25,-5.62
3219,0.29,0.04,-4.41,-5.43
3220,0.11,-0.11,-4.55,-5.29
3221,0.01,0.03,-4.51,-5
3222,0.04,0.01,-4.37,-4.86
3223,0.03,0.08,-4.27,-4.71
3224,0.02,-0.07,-4.16,-4.64
3225,-0.02,0.22,-4.04,-4.41
3226,-0.01,-0.13,-3.88,-4.48
3227,-0.09,0.01,-3.75,-4.2
3228,-0,0.01,-3.53,-4.07
3229,0,-0.11,-3.41,-3.95
3230,0.06,-0.05,-3.3,-3.71
3231,0.14,-0.06,-3.24,-3.53
3232,0.16,-0.15,-3.27,-3.35
3233,-0.32,-1.66,-3.32,-3.09
3234,0.14,-0.93,-2.89,-1.33
3235,0.06,-0.65,-2.93,-0.36
3236,0.02,-0.69,-2.89,0.3
3237,0.07,-0.57,-2.82,0.98
3238,0.19,-0.3,-2.79,1.52
3239,0.34,-0.19,-2.89,1.77
3240,0.34,-0.17,-3.13,1.9
3241,0.25,-0.05,-3.37,2.01
3242,0.21,0.12,-3.51,1.99
3243,1.29,0.58,-3.6,1.8
3244,0.67,0.34,-4.77,1.16
3245,0.73,-0.01,-5.28,0.78
3246,0.54,0.47,-5.83,0.77
3247,0.44,0.11,-6.18,0.27
3248,0.33,0.33,-6.41,0.15
3249,0.17,0.26,-6.53,-0.19
3250,0.13,0.23,-6.48,-0.44
3251,0.02,0.44,-6.39,-0.66
3252,-0.47,1.81,-6.2,-1.08
3253,-0.51,-0.14,-5.52,-2.85
3254,-0.51,-0.17,-4.83,-2.61
3255,-0.53,-0.38,-4.16,-2.36
3256,-0.51,-0.03,-3.49,-1.9
3257,-0.44,0.03,-2.86,-1.81
3258,-0.43,0.03,-2.32,-1.78
3259,-0.45,0.01,-1.81,-1.75
3260,-0.51,-0.22,-1.3,-1.7
3261,-0.43,-0.38,-0.75,-1.43
3262,5.39,-5.72,-0.3,-1
3263,0.39,-1,-0.3,-1
3264,0.3,-2.03,-0.68,0.04
3265,-0.46,-1.05,-0.96,2.07
3266,1.58,-2.44,-0.46,3.05
3267,0.86,-1.46,-2.03,5.39
3268,-0.52,0.05,-2.83,6.67
3269,-0.92,0.62,-2.21,6.4
3270,-1.13,1.39,-1.21,5.57
3271,-0.92,1.2,-0.04,3.99
3272,-0.76,0.44,0.88,2.65
3273,-0.45,0.32,1.6,2.13
3274,-0.36,0.04,2,1.74
3275,-0.35,-0.12,2.29,1.65
3276,-0.47,-0.02,2.56,1.72
3277,-0.38,-0.08,2.94,1.68
3278,-0.05,0.3,3.23,1.7
3279,0.35,0.08,3.17,1.35
3280,0.54,0.26,2.71,1.22
3281,0.42,-0.21,2.08,0.92
3282,0,-0.62,1.6,1.1
3283,-0.63,-2.19,1.54,1.68
3284,-0,-0,2.13,3.82
3285,-0.34,-1.95,2.06,3.69
3286,-2.09,1.01,2.33,5.52
3287,-1.19,0.82,4.34,4.32
3288,-0.46,-2.45,5.39,3.35
3289,-1.12,-0.23,5.67,5.68
3290,-0.87,0.68,6.6,5.73
3291,-0.41,0.89,7.25,4.86
3292,0.22,1.36,7.42,3.8
3293,0,0,6.94,2.32
3294,0.38,0.51,6.71,2.24
3295,0.61,0.83,6.11,1.65
3296,0.59,0.75,5.3,0.77
3297,0.44,0.78,4.53,-0.01
3298,0.24,1.15,3.94,-0.79
3299,0.07,0.87,3.57,-1.91
3300,-0.05,0.76,3.37,-2.72
3301,-0.21,0.93,3.31,-3.39
3302,-0.33,0.5,3.41,-4.2
3303,-0.48,-0.14,3.63,-4.56
3304,-1.36,0.72,3.99,-4.26
3305,-0.69,0.24,5.22,-4.84
3306,0,-0,5.74,-4.91
3307,-0.7,0.27,5.54,-4.75
3308,-0.61,0.06,6.06,-4.86
3309,-0.53,0.09,6.48,-4.77
3310,-0.39,0.24,6.79,-4.7
3311,-0.27,0.24,6.95,-4.79
3312,-0.07,-0.05,6.99,-4.87
3313,-0.02,0.06,6.83,-4.65
3314,0.1,-0.33,6.61,-4.55
3315,0.22,0.12,6.3,-4.07
3316,0.5,-0.42,5.87,-4.06
3317,0.28,-0.41,5.17,-3.5
3318,0.23,-0.24,4.71,-2.97
3319,-0,-0,4.33,-2.63
3320,0.3,-0.46,4.19,-2.54
3321,0.36,-0.18,3.74,-1.99
3322,0.55,-0.43,3.26,-1.74
3323,2.85,-3.26,2.6,-1.26
3324,0.69,-0.75,-0.33,2.05
3325,1.66,-1.77,-1.01,2.73
3326,0.64,-0.23,-2.63,4.41
3327,0.63,-0.09,-3.18,4.49
3328,0.56,0.27,-3.71,4.43
3329,-0,-0,-4.15,4.01
3330,0.48,0.53,-4.01,3.88
3331,0.47,0.65,-4.35,3.22
3332,2.46,-2.23,-4.68,2.47
3333,0.26,0.89,-6.99,4.62
3334,0.39,1.59,-7.02,3.57
3335,-0.09,1.01,-7.18,1.86
3336,-0.16,0.77,-6.84,0.79
3337,-0.26,0.73,-6.45,-0.01
3338,-0,0,-5.98,-0.73
3339,-0.33,0.7,-5.78,-0.71
3340,-0.35,0.66,-5.26,-1.39
3341,-0.31,0.55,-4.73,-2
3342,-0.3,0.4,-4.26,-2.48
3343,-0.36,0.39,-3.82,-2.8
3344,-0.24,0.29,-3.33,-3.09
3345,-0.18,0.3,-2.98,-3.28
3346,-0.38,0.44,-2.7,-3.47
3347,-0.11,0.29,-2.23,-3.79
3348,-0.29,0.83,-2.05,-3.95
3349,0.01,0.51,-1.69,-4.65
3350,-0.02,0.51,-1.64,-5
3351,-0.13,0.5,-1.57,-5.35
3352,-0.06,0.37,-1.39,-5.67
3353,-0.14,0.48,-1.29,-5.85
3354,-0.18,0.51,-1.1,-6.13
3355,-0.46,0.23,-0.88,-6.43
3356,-0.21,0.05,-0.39,-6.45
3357,-0.2,0.16,-0.17,-6.29
3358,-0.31,0.06,0.04,-6.24
3359,0.03,0.02,0.35,-6.09
3360,0.06,0,0.31,-5.91
3361,0.14,0.08,0.24,-5.72
3362,0.25,-0.65,0.1,-5.61
3363,0.48,-0.62,-0.15,-4.77
3364,0.91,-0.69,-0.63,-3.99
3365,0.47,-1.45,-1.52,-3.17
3366,0.55,-1.79,-1.93,-1.61
3367,0.44,-1.7,-2.42,0.24
3368,-0.52,-2.55,-2.78,1.93
3369,0.08,-1.55,-2.17,4.42
3370,-0.11,-0.72,-2.18,5.82
3371,-0.24,-0.08,-1.99,6.35
3372,-0.42,0.62,-1.69,6.22
3373,-0.57,1,-1.21,5.39
3374,-0.17,0.65,-0.6,4.21
3375,-0.25,0.7,-0.41,3.42
3376,-0.39,0.66,-0.15,2.6
3377,-1.91,2.64,0.24,1.85
3378,-0.7,0.86,2.15,-0.85
3379,-0.78,0.46,2.78,-1.68
3380,-0.88,0.79,3.47,-2.09
3381,-1.47,0.63,4.23,-2.81
3382,-8.24,2.66,5.56,-3.34
3383,-3.26,0.53,13.62,-5.89
3384,-3.1,0.95,16.43,-6.23
3385,-2.46,0.34,18.98,-6.97
3386,-2.1,0.02,20.81,-7.08
3387,-6.1,0.65,22.21,-6.87
3388,-0.96,-0.45,27.57,-7.28
3389,-0.82,-0.08,27.62,-6.59
3390,-0.73,-0.28,27.52,-6.3
3391,-1.33,-0.4,27.33,-5.8
3392,-0.5,-0.31,27.75,-5.21
3393,-0.44,-0.17,27.32,-4.73
3394,-0.46,-0.23,26.85,-4.41
3395,-0.48,-0.64,26.41,-4.03
3396,-0.5,-0.44,26.01,-3.26
3397,-0.51,-0.37,25.65,-2.7
3398,-1,-1.19,25.3,-2.24
3399,-0.23,-0.03,25.45,-0.98
3400,-0.42,-0.31,24.84,-0.92
3401,-0.33,-0.04,24.42,-0.58
3402,-0.34,0.04,23.94,-0.51
3403,-0.37,0.07,23.48,-0.54
3404,-0.38,0.03,23.07,-0.59
3405,-0.42,0.2,22.68,-0.6
3406,-0.48,0.37,22.34,-0.77
3407,-0.4,0.51,22.08,-1.12
3408,-0.37,0.24,21.75,-1.59
3409,-0.52,0.58,21.39,-1.78
3410,-0,-0,21.2,-2.29
3411,-0.57,0.64,20.49,-2.22
3412,-1.04,1.29,20.38,-2.78
3413,-0.99,1.92,20.74,-3.98
3414,-0.06,0.67,21.04,-5.77
3415,0.07,0.6,20.4,-6.24
3416,0.14,0.35,19.66,-6.64
3417,0.06,0.51,18.86,-6.77
3418,0.08,0.69,18.17,-7.05
3419,0,-0,17.49,-7.51
3420,-0,0.32,16.91,-7.26
3421,-0.05,0.45,16.35,-7.34
3422,-0.08,0.02,15.85,-7.55
3423,-0.11,0.13,15.41,-7.32
3424,-0.13,-0.25,15.01,-7.2
3425,0.13,0.41,14.64,-6.71
3426,0.16,0.32,14.02,-6.9
3427,0.06,-0.19,13.39,-7
3428,0.06,0.2,12.89,-6.57
3429,-0,0,12.4,-6.55
3430,0.39,-0.03,11.99,-6.33
3431,0.31,-0.02,11.2,-6.09
3432,0.27,-0.05,10.51,-5.87
3433,0.22,0,9.89,-5.63
3434,0.16,-0.12,9.34,-5.44
3435,0.07,-0.1,8.87,-5.14
3436,0.01,-0.37,8.51,-4.87
3437,-0.05,-0.21,8.21,-4.33
3438,-0.09,-0.17,7.99,-3.98
3439,-0.02,-0.17,7.81,-3.68
3440,0.09,-0.84,7.57,-3.39
3441,-0.06,-0.1,7.22,-2.44
3442,-0.09,-0.36,7.04,-2.26
3443,-0.07,-0.35,6.9,-1.82
3444,-0.13,-0.14,6.74,-1.41
3445,-0.15,-0.05,6.65,-1.22
3446,-0.12,-0.21,6.57,-1.13
3447,-0.12,0.03,6.48,-0.88
3448,-0.1,-0.22,6.38,-0.88
3449,-0.08,-0.18,6.27,-0.64
3450,-0.08,0.01,6.14,-0.44
3451,-0.1,-0.2,6.02,-0.43
3452,-0.19,-0.09,5.91,-0.22
3453,-0.23,0.07,5.91,-0.13
3454,-0.56,0.12,5.95,-0.19
3455,-0,-0.22,6.31,-0.3
3456,0.04,-0.08,6.1,-0.07
3457,0.06,-0.15,5.86,0.01
3458,0.05,-0.02,5.61,0.16
3459,0.07,-0.11,5.36,0.18
3460,0.08,-0.23,5.12,0.28
3461,0.13,-0.43,4.86,0.5
3462,0.14,-0.01,4.57,0.9
3463,0.15,-0.15,4.27,0.89
3464,0.08,0.21,3.98,1.01
3465,0.04,-0.11,3.77,0.77
3466,-0.03,0.08,3.61,0.85
3467,-0.01,0.32,3.52,0.75
3468,-0.07,0.1,3.41,0.4
3469,-0.08,0.12,3.37,0.29
3470,-0.04,0.17,3.33,0.16
3471,-0.1,1.83,3.26,-0.01
3472,0.13,0.33,3.25,-1.84
3473,0.1,0.51,3.01,-2.12
3474,0.2,0.72,2.81,-2.56
3475,0.27,0.4,2.52,-3.19
3476,0.18,0.14,2.16,-3.49
3477,0.19,0.52,1.91,-3.51
3478,0.26,0.75,1.66,-3.91
3479,0.25,0.32,1.35,-4.54
3480,0.27,-0.05,1.06,-4.71
3481,0.22,0.16,0.75,-4.5
3482,0.13,0.66,0.5,-4.51
3483,0.09,0.34,0.36,-5.02
3484,0.22,-0.07,0.26,-5.2
3485,0.34,0.37,0.03,-4.96
3486,0.3,-0.1,-0.31,-5.16
3487,0.31,0.32,-0.59,-4.89
3488,0.34,0.12,-0.88,-5.06
3489,0.4,0.16,-1.19,-5.01
3490,0.32,0.22,-1.55,-5
3491,0.26,0.25,-1.82,-5.05
3492,0.15,-0.21,-2.02,-5.13
3493,0.07,0.31,-2.1,-4.75
3494,-0.25,0.15,-2.1,-4.9
3495,-0.32,0.53,-1.78,-4.89
3496,-0.31,0.28,-1.41,-5.26
3497,-0.37,0.34,-1.05,-5.37
3498,-0.48,-0.14,-0.64,-5.53
3499,-0.51,-0.18,-0.15,-5.21
3500,-0.52,-0.17,0.37,-4.85
3501,-0.48,-0.09,0.88,-4.52
3502,-0.41,-0.33,1.32,-4.28
3503,-0.26,-0.62,1.69,-3.8
3504,-0.53,-1.64,1.9,-3.06
3505,0.4,-0.45,2.37,-1.32
3506,0.2,-0.41,1.89,-0.82
3507,0.11,-0.21,1.63,-0.39
3508,0.22,-0.06,1.46,-0.16
3509,0.19,-0.21,1.19,-0.1
3510,0.18,-0.19,0.97,0.12
3511,0.18,-0.53,0.75,0.31
3512,0.06,-0.2,0.55,0.83
3513,0.05,-0.31,0.47,1
3514,0.15,-0.62,0.4,1.28
3515,0.28,-0.46,0.24,1.85
3516,0.5,-0.25,-0.05,2.25
3517,2.99,-0.84,-0.55,2.43
3518,0.65,0.23,-3.52,3.19
3519,0.62,0.17,-4.05,2.85
3520,0.61,0.41,-4.53,2.59
3521,0.56,0.22,-4.99,2.09
3522,0.46,0.43,-5.39,1.8
3523,0.36,0.38,-5.67,1.3
3524,0.28,0.82,-5.84,0.88
3525,0.32,0.64,-5.93,0.03
3526,0.4,0.78,-6.05,-0.61
3527,0.47,0.85,-6.25,-1.37
3528,1.27,2.39,-6.51,-2.17
3529,0.12,0.82,-7.57,-4.49
3530,0.15,0.21,-7.44,-5.16
3531,0.09,0.54,-7.34,-5.2
3532,0.05,0.38,-7.19,-5.56
3533,0,0.37,-7,-5.76
3534,-0.13,0.24,-6.77,-5.94
3535,-0.4,-0.02,-6.41,-5.98
3536,-0.47,0.52,-5.8,-5.77
3537,-0.37,0.07,-5.13,-6.1
3538,-0.33,0.35,-4.59,-5.96
3539,-1.53,0.74,-4.1,-6.11
3540,-0.4,0.1,-2.44,-6.65
3541,-0.41,-0.03,-1.96,-6.53
3542,-0.34,0.18,-1.48,-6.28
3543,-0.09,-0.72,-1.09,-6.25
3544,-0.09,-0.39,-0.96,-5.33
3545,-0.03,-0.3,-0.84,-4.75
3546,-0.08,-0.31,-0.79,-4.3
3547,-0.22,-0.17,-0.68,-3.84
3548,-0.19,0.11,-0.44,-3.54
3549,-0.01,-0.42,-0.24,-3.53
3550,0.01,-0.42,-0.21,-2.99
3551,0.04,0.04,-0.22,-2.47
3552,0.42,-0.22,-0.25,-2.43
3553,0.03,0.36,-0.66,-2.13
3554,0.08,0.61,-0.67,-2.42
3555,0.06,0.07,-0.72,-2.94
3556,-0.06,0.08,-0.76,-2.91
3557,-0.09,0.4,-0.67,-2.89
3558,-0.07,-0.14,-0.56,-3.2
3559,-0.17,0.46,-0.48,-2.95
3560,-0.08,0.07,-0.29,-3.31
3561,-0.14,0.01,-0.21,-3.27
3562,-0.07,-0.11,-0.06,-3.17
3563,-0.08,0.37,0.01,-2.95
3564,-0.11,0.54,0.09,-3.22
3565,0.13,6.13,0.2,-3.66
3566,0.2,4.87,0.06,-9.66
3567,0.12,3.73,-0.15,-14.22
3568,0.18,3.21,-0.26,-17.47
3569,0.19,2.91,-0.42,-20.09
3570,0,1.03,-0.6,-22.33
3571,-0.13,-1.8,-0.59,-22.61
3572,-0.11,-3.13,-0.43,-20.06
3573,-0.17,-3.11,-0.31,-16.26
